game,season,home_team,away_team,starting_min,outcome,home_players,away_players,player_removed
9904,8,34,1,30,-1,"[108, 604, 668, 796]","[82, 473, 574, 814, 995]",518
10541,8,27,10,36,1,"[109, 361, 780, 941]","[42, 299, 346, 599, 907]",73
1456,1,16,1,0,-1,"[57, 169, 306, 1001]","[578, 585, 796, 814, 825]",905
8343,6,7,15,31,-1,"[235, 325, 766, 1010]","[666, 720, 947, 966, 1040]",909
6026,4,12,9,9,-1,"[721, 794, 860, 992]","[173, 376, 834, 850, 947]",235
5556,4,3,0,47,-1,"[265, 287, 696, 907]","[207, 427, 505, 545, 719]",318
1335,1,6,25,43,1,"[216, 300, 624, 1043]","[304, 390, 430, 570, 820]",630
1471,1,1,6,13,1,"[122, 315, 366, 966]","[211, 216, 333, 400, 1043]",440
9210,7,33,1,22,1,"[268, 692, 835, 982]","[110, 363, 473, 574, 814]",371
2411,1,23,0,35,1,"[427, 449, 745, 1031]","[13, 505, 538, 692, 719]",804
6309,5,7,17,15,1,"[119, 396, 617, 851]","[112, 139, 300, 338, 907]",464
8810,7,27,26,43,1,"[150, 361, 675, 780]","[394, 709, 922, 953, 971]",369
10011,8,15,33,22,-1,"[191, 666, 720, 947]","[20, 268, 371, 866, 982]",601
2172,1,25,0,18,-1,"[137, 304, 390, 570]","[505, 538, 545, 719, 1041]",820
1388,1,9,23,13,-1,"[78, 455, 461, 856]","[240, 349, 449, 662, 745]",72
3168,2,23,14,16,-1,"[12, 745, 962, 1031]","[529, 543, 882, 980, 1013]",218
3687,2,27,10,32,1,"[373, 631, 694, 847]","[55, 63, 130, 573, 840]",931
2279,1,23,19,0,-1,"[427, 449, 1031, 1040]","[276, 537, 750, 835, 1010]",240
8928,7,3,23,45,-1,"[14, 362, 542, 576]","[46, 140, 398, 827, 960]",712
1732,1,15,14,26,1,"[231, 720, 725, 792]","[51, 263, 600, 617, 651]",865
345,0,21,7,19,-1,"[168, 272, 446, 636]","[286, 335, 375, 464, 541]",1000
8630,7,7,3,37,1,"[286, 352, 420, 1010]","[67, 85, 94, 182, 815]",248
956,0,3,29,45,-1,"[262, 696, 803, 889]","[107, 588, 706, 719, 906]",827
5406,4,18,19,32,-1,"[587, 649, 708, 1021]","[88, 124, 276, 513, 882]",231
1848,1,26,9,41,1,"[43, 879, 953, 1029]","[72, 78, 155, 821, 834]",641
3686,2,25,3,43,1,"[8, 408, 485, 997]","[143, 196, 254, 293, 889]",668
1857,1,7,14,37,-1,"[110, 286, 464, 979]","[281, 529, 600, 859, 882]",276
10135,8,2,26,7,-1,"[124, 505, 693, 895]","[350, 563, 642, 709, 752]",453
9157,7,7,16,37,-1,"[109, 276, 286, 420]","[157, 159, 306, 765, 825]",1010
8211,6,27,29,11,-1,"[385, 577, 708, 1021]","[250, 402, 465, 677, 977]",448
4956,4,17,3,15,-1,"[185, 300, 520, 594]","[196, 265, 362, 363, 907]",139
10534,8,0,29,32,1,"[252, 475, 581, 795]","[43, 87, 250, 270, 865]",325
190,0,23,4,43,1,"[317, 427, 832, 930]","[49, 162, 597, 653, 660]",240
4005,3,30,29,11,1,"[570, 664, 695, 969]","[49, 90, 771, 922, 996]",248
876,0,34,0,36,-1,"[58, 71, 455, 852]","[505, 538, 545, 638, 997]",340
4558,3,34,23,7,1,"[36, 441, 725, 817]","[12, 218, 240, 315, 974]",15
6317,5,32,12,39,-1,"[34, 535, 631, 634]","[235, 245, 360, 794, 860]",249
10143,8,29,8,8,-1,"[235, 250, 465, 865]","[78, 234, 407, 579, 990]",87
5179,4,0,15,30,-1,"[13, 545, 701, 719]","[666, 720, 865, 966, 1040]",692
8070,6,27,11,13,-1,"[385, 448, 577, 780]","[139, 348, 770, 786, 956]",708
7761,6,18,2,34,-1,"[222, 649, 716, 839]","[124, 264, 505, 570, 604]",270
6364,5,1,27,38,1,"[487, 688, 717, 796]","[150, 448, 847, 892, 904]",110
246,0,28,0,21,-1,"[453, 691, 896, 977]","[505, 545, 875, 920, 1041]",1040
4186,3,33,20,5,1,"[129, 138, 264, 704]","[168, 229, 245, 274, 797]",857
4559,3,1,19,5,-1,"[578, 585, 688, 745]","[124, 191, 276, 979, 1037]",825
8067,6,10,17,20,-1,"[50, 135, 386, 599]","[112, 320, 408, 642, 879]",925
10160,8,1,22,24,1,"[82, 343, 451, 676]","[61, 222, 330, 546, 996]",420
2655,2,26,10,36,1,"[641, 690, 829, 953]","[63, 65, 109, 859, 927]",1029
1469,1,29,11,22,-1,"[90, 107, 517, 706]","[103, 812, 901, 974, 1035]",588
10208,8,0,9,10,1,"[260, 609, 727, 952]","[40, 67, 112, 141, 500]",13
9632,8,25,32,0,-1,"[150, 321, 342, 762]","[34, 249, 523, 610, 950]",964
5258,4,34,23,0,-1,"[15, 36, 414, 518]","[33, 218, 621, 827, 1031]",365
10395,8,4,6,0,1,"[269, 499, 721, 970]","[410, 614, 630, 963, 986]",792
2334,1,4,1,17,-1,"[49, 162, 499, 624]","[366, 440, 825, 876, 966]",952
10347,8,18,15,37,-1,"[54, 59, 737, 761]","[191, 601, 720, 966, 1040]",588
7203,6,4,24,25,1,"[138, 597, 653, 834]","[578, 584, 868, 894, 952]",499
1535,1,0,32,46,-1,"[13, 505, 692, 912]","[64, 159, 429, 822, 940]",62
8979,7,15,22,36,-1,"[601, 725, 753, 1040]","[26, 61, 81, 227, 996]",435
9776,8,24,2,31,1,"[63, 620, 830, 933]","[17, 124, 264, 453, 735]",894
10416,8,7,5,45,-1,"[153, 738, 814, 835]","[14, 619, 692, 712, 737]",1000
10802,8,6,9,36,-1,"[398, 578, 630, 986]","[40, 67, 141, 500, 830]",410
10738,8,15,34,22,-1,"[473, 666, 720, 1040]","[108, 300, 518, 668, 777]",191
5589,4,17,0,0,1,"[50, 185, 338, 594]","[13, 457, 505, 545, 719]",161
2346,1,14,28,19,1,"[263, 600, 792, 1013]","[436, 453, 509, 616, 896]",617
5673,4,19,12,27,-1,"[63, 124, 604, 809]","[220, 235, 542, 721, 860]",276
247,0,4,1,24,-1,"[49, 162, 597, 728]","[14, 257, 796, 871, 892]",998
5735,4,4,3,40,-1,"[130, 653, 857, 942]","[104, 196, 362, 363, 927]",770
8466,7,3,0,18,-1,"[94, 362, 712, 815]","[13, 252, 475, 609, 795]",182
10117,8,17,27,13,1,"[496, 514, 577, 766]","[328, 361, 402, 675, 733]",448
5763,4,34,12,19,1,"[36, 143, 518, 591]","[0, 220, 721, 860, 992]",541
4018,3,30,3,43,1,"[72, 360, 835, 969]","[104, 363, 827, 927, 1000]",958
6399,5,28,29,29,-1,"[363, 616, 671, 1022]","[250, 292, 348, 407, 996]",827
3030,2,17,16,5,1,"[50, 642, 714, 835]","[306, 681, 708, 909, 1001]",649
9430,7,18,0,36,-1,"[184, 372, 406, 587]","[143, 325, 641, 726, 913]",839
3944,3,14,20,45,-1,"[7, 529, 543, 904]","[98, 229, 393, 549, 677]",882
7712,6,25,12,8,1,"[53, 253, 430, 762]","[360, 361, 794, 860, 992]",408
5366,4,15,32,8,-1,"[720, 766, 865, 1040]","[34, 249, 312, 535, 634]",666
8587,7,9,4,20,1,"[112, 376, 545, 850]","[138, 499, 597, 721, 970]",40
674,0,11,31,39,-1,"[103, 176, 654, 812]","[513, 649, 716, 754, 825]",562
7726,6,15,29,10,-1,"[234, 720, 865, 1019]","[250, 402, 465, 517, 677]",666
6599,5,24,10,39,1,"[183, 434, 830, 861]","[115, 287, 320, 599, 925]",754
4496,3,18,4,24,-1,"[14, 184, 525, 881]","[107, 269, 383, 597, 653]",871
4632,3,23,0,39,-1,"[12, 218, 392, 965]","[13, 427, 505, 545, 692]",315
6528,5,26,30,33,-1,"[42, 325, 546, 641]","[248, 358, 568, 957, 969]",627
1978,1,19,7,25,-1,"[460, 537, 835, 1010]","[254, 286, 316, 406, 541]",750
7317,6,27,20,35,-1,"[369, 487, 686, 780]","[81, 121, 620, 869, 1032]",448
2524,2,28,11,19,-1,"[616, 758, 864, 929]","[1, 117, 135, 706, 1035]",150
539,0,31,33,40,-1,"[173, 716, 754, 825]","[138, 263, 264, 698, 795]",649
1195,0,10,18,46,-1,"[8, 543, 694, 880]","[106, 194, 559, 817, 837]",573
4803,3,19,27,12,-1,"[124, 594, 604, 951]","[150, 369, 448, 631, 640]",276
9778,8,28,4,21,1,"[28, 616, 847, 1022]","[307, 498, 499, 760, 970]",206
6577,5,1,9,39,-1,"[82, 379, 796, 825]","[85, 89, 113, 207, 461]",411
3597,2,17,15,40,-1,"[152, 153, 642, 835]","[375, 383, 720, 766, 865]",815
10280,8,22,8,40,1,"[222, 808, 869, 996]","[78, 218, 234, 407, 430]",61
10077,8,24,27,12,1,"[578, 584, 799, 830]","[361, 369, 402, 675, 733]",63
3394,2,28,18,11,-1,"[150, 616, 864, 929]","[98, 194, 587, 725, 817]",977
832,0,10,14,22,-1,"[55, 462, 717, 738]","[120, 529, 600, 617, 701]",573
8294,6,10,18,15,-1,"[135, 240, 453, 925]","[25, 154, 222, 379, 406]",599
4982,4,29,14,37,1,"[90, 232, 654, 879]","[694, 792, 904, 929, 954]",348
7138,5,34,16,25,1,"[143, 171, 445, 518]","[317, 681, 725, 901, 1001]",591
7993,6,24,20,38,1,"[263, 387, 799, 857]","[16, 81, 121, 620, 1032]",830
4168,3,12,18,6,1,"[115, 311, 542, 721]","[14, 184, 207, 525, 587]",918
8058,6,9,7,21,-1,"[376, 461, 612, 850]","[109, 165, 235, 766, 1010]",535
6600,5,25,17,4,-1,"[390, 430, 462, 869]","[112, 139, 338, 626, 907]",304
9784,8,17,34,36,-1,"[113, 496, 766, 1041]","[108, 518, 604, 668, 823]",364
6234,5,13,11,44,1,"[817, 871, 918, 985]","[149, 387, 469, 525, 951]",976
8410,7,16,34,25,1,"[159, 630, 681, 1001]","[108, 518, 668, 980, 981]",306
3181,2,10,27,30,1,"[55, 185, 427, 927]","[373, 462, 694, 905, 931]",738
9615,8,13,24,43,-1,"[96, 168, 246, 408]","[620, 799, 892, 894, 933]",427
4917,3,32,23,15,-1,"[34, 46, 453, 669]","[218, 308, 409, 896, 965]",249
9714,8,34,9,38,1,"[43, 591, 604, 823]","[40, 141, 196, 522, 612]",777
1592,1,13,32,40,-1,"[185, 213, 543, 809]","[46, 139, 236, 459, 604]",165
881,0,13,12,43,-1,"[441, 793, 1027, 1036]","[239, 397, 772, 824, 910]",809
5835,4,15,20,21,-1,"[666, 720, 877, 1040]","[135, 168, 326, 453, 808]",966
4863,3,0,32,13,-1,"[427, 505, 692, 701]","[34, 249, 453, 822, 919]",1041
7109,5,15,6,17,1,"[222, 633, 690, 966]","[289, 651, 663, 771, 878]",766
931,0,34,23,11,-1,"[141, 229, 255, 340]","[150, 449, 662, 680, 745]",71
6230,5,1,19,18,-1,"[487, 585, 594, 796]","[208, 529, 665, 704, 910]",814
7700,6,34,25,35,1,"[445, 518, 591, 980]","[78, 403, 408, 542, 611]",108
2694,2,33,29,25,1,"[129, 264, 704, 795]","[90, 107, 292, 517, 731]",857
7543,6,2,1,32,-1,"[36, 124, 264, 495]","[110, 451, 473, 796, 814]",505
4129,3,8,7,14,-1,"[60, 157, 410, 751]","[286, 300, 406, 464, 541]",140
1614,1,18,12,13,1,"[68, 194, 871, 892]","[487, 566, 688, 910, 989]",361
2094,1,11,15,0,1,"[283, 645, 901, 974]","[119, 383, 547, 720, 865]",812
6587,5,25,26,25,-1,"[304, 390, 430, 869]","[42, 325, 500, 546, 627]",462
8170,6,32,23,19,1,"[17, 249, 523, 621]","[140, 410, 460, 583, 932]",610
3548,2,33,27,17,-1,"[48, 264, 698, 704]","[19, 373, 694, 905, 931]",857
966,0,17,30,28,-1,"[50, 123, 152, 714]","[117, 125, 844, 958, 969]",863
1640,1,10,18,13,1,"[12, 84, 573, 738]","[14, 68, 361, 687, 819]",694
5448,4,17,16,15,-1,"[50, 161, 309, 520]","[306, 335, 436, 562, 681]",642
5918,4,12,23,43,-1,"[203, 794, 860, 992]","[33, 140, 155, 449, 965]",235
4777,3,1,30,20,-1,"[585, 814, 821, 825]","[72, 360, 570, 835, 958]",796
2846,2,24,32,43,-1,"[272, 473, 584, 868]","[46, 64, 159, 459, 535]",506
2020,1,12,6,31,-1,"[220, 472, 721, 975]","[216, 274, 624, 630, 1043]",989
9302,7,7,12,36,-1,"[109, 286, 535, 1010]","[245, 289, 343, 396, 794]",276
4160,3,13,26,25,1,"[84, 165, 330, 671]","[29, 42, 641, 879, 953]",823
1511,1,26,23,35,-1,"[463, 609, 641, 953]","[240, 349, 662, 745, 804]",879
9202,7,24,13,37,-1,"[263, 584, 754, 830]","[235, 427, 448, 828, 872]",482
9928,8,4,28,37,1,"[498, 597, 760, 942]","[165, 206, 508, 929, 1022]",1
9803,8,16,10,18,-1,"[159, 542, 653, 765]","[42, 50, 299, 599, 925]",899
2263,1,17,6,0,1,"[50, 272, 714, 737]","[35, 257, 630, 881, 1043]",153
9358,7,28,10,23,1,"[758, 847, 1007, 1022]","[42, 50, 240, 599, 925]",206
4121,3,12,0,24,-1,"[115, 203, 940, 992]","[13, 427, 505, 545, 719]",989
6159,5,18,24,20,-1,"[270, 587, 839, 1021]","[434, 578, 584, 868, 952]",708
6502,5,34,13,37,-1,"[171, 528, 591, 981]","[246, 737, 817, 871, 985]",913
125,0,27,26,43,1,"[33, 423, 631, 909]","[29, 42, 848, 879, 1029]",670
6297,5,23,26,0,1,"[33, 140, 398, 1000]","[42, 325, 500, 546, 967]",621
1153,0,23,9,35,-1,"[150, 449, 680, 745]","[72, 155, 205, 834, 947]",317
4166,3,1,32,21,1,"[315, 578, 821, 825]","[46, 390, 453, 822, 919]",966
1358,1,30,11,19,1,"[664, 711, 958, 969]","[654, 724, 812, 901, 1035]",117
4886,3,14,28,43,-1,"[600, 706, 792, 904]","[43, 616, 671, 691, 864]",263
3486,2,12,7,15,-1,"[115, 472, 542, 926]","[110, 361, 406, 441, 460]",975
6386,5,14,12,10,-1,"[228, 542, 706, 792]","[220, 235, 245, 360, 992]",275
10082,8,5,6,18,1,"[94, 121, 182, 712]","[587, 614, 699, 725, 986]",362
4419,3,28,30,15,1,"[222, 562, 758, 864]","[248, 360, 570, 835, 969]",929
2226,1,33,32,25,-1,"[48, 138, 264, 454]","[46, 64, 429, 535, 822]",857
4620,3,27,12,13,-1,"[310, 373, 448, 640]","[220, 311, 860, 940, 989]",33
4143,3,9,23,18,-1,"[89, 834, 850, 947]","[162, 218, 240, 449, 1031]",85
4818,3,15,20,46,-1,"[720, 865, 877, 1040]","[229, 235, 440, 549, 677]",766
5255,4,30,0,45,1,"[248, 360, 835, 969]","[13, 427, 543, 692, 719]",695
1538,1,10,30,40,-1,"[55, 573, 694, 927]","[345, 399, 664, 695, 969]",84
10308,8,25,7,36,1,"[342, 702, 964, 1029]","[16, 153, 286, 406, 827]",762
8573,7,15,11,39,-1,"[312, 496, 521, 725]","[149, 348, 770, 771, 786]",753
3216,2,25,19,20,-1,"[62, 304, 408, 717]","[124, 276, 455, 594, 891]",820
8881,7,16,22,37,-1,"[157, 708, 825, 852]","[16, 121, 379, 463, 996]",306
7737,6,33,6,33,-1,"[14, 426, 795, 817]","[129, 284, 614, 651, 995]",692
958,0,11,13,42,-1,"[562, 598, 812, 1035]","[165, 185, 215, 325, 962]",901
8283,6,1,34,43,-1,"[82, 173, 473, 528]","[0, 445, 518, 691, 751]",110
9944,8,29,9,23,1,"[87, 135, 270, 865]","[141, 196, 376, 545, 582]",235
3689,2,30,20,31,1,"[399, 606, 958, 969]","[168, 245, 705, 797, 823]",711
9054,7,2,24,17,-1,"[264, 464, 585, 735]","[482, 584, 754, 799, 830]",17
2688,2,14,7,35,1,"[263, 600, 617, 792]","[110, 273, 286, 406, 464]",980
1858,1,8,19,35,-1,"[29, 410, 634, 671]","[233, 660, 679, 835, 1010]",318
4182,3,32,30,10,1,"[46, 669, 670, 919]","[72, 248, 664, 852, 969]",34
3179,2,7,28,37,-1,"[69, 110, 286, 464]","[114, 496, 509, 864, 977]",406
1288,1,30,16,37,1,"[117, 347, 664, 695]","[31, 57, 683, 837, 915]",711
5565,4,24,23,32,-1,"[584, 868, 894, 952]","[33, 218, 827, 859, 965]",473
9403,7,22,16,27,1,"[16, 121, 646, 996]","[159, 630, 681, 825, 1001]",61
10094,8,11,16,9,-1,"[290, 434, 464, 545]","[159, 220, 433, 653, 765]",980
718,0,9,1,13,1,"[72, 155, 172, 834]","[361, 578, 871, 892, 1016]",139
6684,5,30,3,34,-1,"[358, 695, 957, 969]","[104, 185, 196, 318, 362]",835
3421,2,25,4,37,1,"[304, 408, 717, 967]","[85, 499, 517, 635, 998]",62
10265,8,13,8,20,-1,"[168, 246, 408, 694]","[78, 218, 430, 561, 579]",96
492,0,8,33,39,-1,"[29, 309, 829, 1034]","[138, 256, 263, 698, 795]",428
4596,3,23,9,46,1,"[218, 392, 896, 965]","[80, 177, 201, 522, 607]",240
9803,8,16,10,9,1,"[433, 653, 910, 1001]","[42, 299, 631, 690, 925]",899
7429,6,34,10,20,-1,"[108, 143, 171, 591]","[135, 240, 386, 599, 925]",528
10698,8,5,1,0,-1,"[14, 362, 477, 692]","[82, 110, 343, 676, 995]",576
3096,2,18,20,0,-1,"[194, 817, 871, 892]","[168, 705, 797, 823, 888]",14
5450,4,25,11,14,1,"[310, 365, 390, 408]","[107, 154, 191, 790, 951]",304
1135,0,13,8,33,1,"[165, 195, 458, 809]","[29, 140, 318, 410, 671]",325
8657,7,6,13,17,-1,"[35, 284, 453, 986]","[96, 168, 246, 427, 448]",614
329,0,4,17,8,-1,"[49, 89, 597, 653]","[50, 152, 714, 737, 863]",85
693,0,25,19,34,1,"[304, 390, 408, 430]","[105, 315, 679, 731, 1010]",231
3539,2,29,15,18,-1,"[90, 348, 465, 588]","[375, 383, 666, 720, 809]",819
7296,6,3,32,47,-1,"[85, 94, 712, 815]","[46, 249, 523, 535, 610]",576
1653,1,9,12,14,1,"[455, 461, 834, 850]","[397, 426, 487, 566, 688]",821
10241,8,8,1,20,-1,"[78, 234, 579, 1031]","[82, 110, 343, 451, 801]",430
1605,1,31,20,25,-1,"[207, 311, 584, 606]","[168, 245, 740, 823, 1000]",173
2986,2,30,13,9,-1,"[125, 664, 711, 969]","[15, 330, 349, 671, 680]",606
9161,7,13,30,46,-1,"[96, 235, 427, 694]","[104, 221, 664, 791, 958]",168
7609,6,25,4,37,-1,"[253, 382, 403, 542]","[138, 653, 745, 834, 942]",408
3876,3,19,23,13,-1,"[276, 812, 951, 979]","[12, 317, 449, 745, 965]",891
3544,2,8,10,31,-1,"[140, 155, 583, 751]","[63, 65, 130, 738, 840]",203
10801,8,5,11,33,-1,"[94, 121, 576, 692]","[180, 434, 545, 781, 980]",477
6034,4,32,17,36,1,"[249, 312, 496, 829]","[50, 112, 300, 517, 714]",435
2557,2,3,8,13,-1,"[7, 196, 363, 462]","[60, 156, 410, 634, 832]",26
2179,1,27,15,7,1,"[104, 631, 813, 931]","[457, 547, 610, 725, 865]",33
9205,7,32,25,16,-1,"[34, 249, 380, 950]","[53, 296, 307, 430, 611]",523
10337,8,5,34,13,-1,"[358, 461, 619, 692]","[248, 518, 604, 777, 823]",712
216,0,10,12,41,-1,"[84, 694, 717, 738]","[12, 220, 426, 487, 927]",721
9004,7,9,22,13,1,"[545, 612, 850, 1025]","[63, 81, 227, 379, 476]",40
3654,2,33,10,17,-1,"[48, 264, 609, 795]","[63, 65, 573, 840, 859]",704
9840,8,9,10,44,-1,"[40, 143, 545, 612]","[50, 299, 599, 631, 907]",112
3725,3,23,26,38,-1,"[12, 218, 745, 1031]","[325, 641, 690, 953, 1029]",624
8640,7,22,7,20,1,"[330, 463, 869, 996]","[248, 535, 738, 909, 1010]",546
759,0,26,7,25,-1,"[42, 43, 879, 935]","[273, 286, 335, 464, 541]",848
3390,2,15,26,19,1,"[234, 666, 809, 865]","[641, 829, 861, 953, 954]",720
9745,8,5,7,13,-1,"[94, 121, 182, 446]","[16, 109, 276, 286, 406]",619
9542,7,10,8,39,-1,"[487, 599, 690, 925]","[1, 234, 342, 445, 963]",386
3920,3,26,0,37,1,"[848, 879, 953, 1029]","[13, 427, 505, 692, 719]",459
8739,7,11,4,44,-1,"[149, 304, 434, 786]","[498, 689, 748, 942, 970]",949
5945,4,32,34,33,1,"[46, 249, 496, 829]","[384, 518, 528, 981, 1037]",435
8775,7,6,9,19,1,"[51, 129, 699, 986]","[40, 112, 376, 545, 582]",614
2724,2,3,24,19,-1,"[196, 326, 462, 889]","[173, 272, 473, 584, 868]",363
239,0,19,26,37,-1,"[69, 537, 679, 835]","[18, 42, 590, 935, 1029]",731
3399,2,29,8,19,1,"[49, 99, 588, 922]","[140, 203, 410, 751, 832]",348
25,0,16,19,6,1,"[295, 359, 440, 905]","[457, 460, 750, 835, 1010]",68
250,0,29,25,4,-1,"[517, 580, 588, 719]","[304, 390, 430, 594, 967]",906
7510,6,23,2,7,1,"[410, 827, 857, 1000]","[124, 264, 363, 505, 604]",140
4038,3,26,10,23,-1,"[29, 42, 325, 546]","[63, 65, 738, 925, 1013]",953
9930,8,18,24,25,-1,"[184, 372, 953, 1039]","[45, 584, 868, 894, 933]",54
9082,7,24,15,31,-1,"[263, 584, 894, 933]","[191, 666, 753, 947, 1040]",952
4446,3,3,34,9,-1,"[104, 363, 827, 927]","[58, 116, 287, 725, 817]",1000
3125,2,33,30,35,-1,"[609, 698, 795, 857]","[399, 606, 664, 711, 969]",264
3444,2,0,28,20,-1,"[13, 505, 545, 701]","[114, 509, 616, 929, 977]",719
10111,8,15,23,10,-1,"[191, 521, 666, 966]","[183, 535, 781, 805, 978]",90
4533,3,0,18,33,1,"[427, 545, 701, 1041]","[231, 587, 815, 871, 1019]",505
3914,3,9,13,8,1,"[461, 522, 850, 1025]","[15, 84, 165, 194, 330]",89
7982,6,7,17,9,-1,"[235, 766, 909, 1010]","[112, 320, 338, 408, 721]",325
7449,6,11,34,0,-1,"[434, 483, 770, 790]","[108, 171, 326, 528, 691]",149
1529,1,34,19,30,-1,"[58, 71, 141, 255]","[105, 460, 537, 835, 1010]",116
10510,8,10,7,41,1,"[346, 386, 907, 925]","[16, 33, 153, 738, 814]",42
9732,8,10,5,35,1,"[42, 50, 631, 925]","[94, 362, 446, 461, 576]",299
9616,8,18,9,24,1,"[184, 761, 839, 953]","[40, 141, 196, 522, 612]",54
6009,4,18,1,31,1,"[67, 231, 708, 1021]","[257, 366, 585, 796, 825]",649
3046,2,27,18,11,1,"[462, 631, 640, 694]","[14, 587, 725, 817, 848]",33
9642,8,8,29,41,1,"[78, 579, 745, 963]","[135, 771, 815, 826, 829]",1031
2327,1,32,20,0,-1,"[64, 159, 822, 940]","[168, 245, 740, 797, 1000]",459
2964,2,33,10,40,1,"[118, 601, 609, 795]","[55, 63, 130, 427, 840]",857
496,0,14,7,19,-1,"[51, 120, 600, 651]","[254, 273, 276, 286, 541]",915
7973,6,23,26,8,-1,"[33, 140, 460, 827]","[343, 546, 627, 757, 953]",410
2652,2,8,4,10,1,"[60, 410, 634, 832]","[3, 85, 624, 635, 998]",140
8290,6,28,7,22,-1,"[206, 331, 407, 1023]","[109, 235, 724, 909, 1010]",616
8378,7,23,17,17,1,"[46, 140, 781, 1000]","[141, 514, 626, 746, 766]",960
4274,3,9,23,32,-1,"[89, 153, 522, 850]","[12, 218, 240, 449, 1031]",834
2615,2,19,6,10,-1,"[455, 594, 869, 1010]","[35, 216, 257, 630, 1016]",891
1783,1,0,8,12,-1,"[6, 505, 918, 997]","[29, 410, 634, 671, 1034]",538
4750,3,12,34,37,-1,"[0, 115, 203, 220]","[30, 309, 441, 757, 809]",989
9831,8,32,7,10,1,"[249, 380, 523, 790]","[109, 149, 286, 406, 738]",641
2450,1,7,20,17,-1,"[110, 460, 464, 660]","[103, 393, 446, 549, 724]",316
5835,4,15,20,15,1,"[385, 466, 766, 901]","[3, 135, 238, 453, 1029]",234
7787,6,33,12,11,1,"[14, 252, 268, 311]","[360, 396, 773, 794, 992]",371
7669,6,2,27,14,-1,"[36, 130, 505, 570]","[448, 487, 686, 892, 904]",124
2941,2,23,12,17,1,"[12, 449, 745, 1031]","[220, 472, 542, 688, 975]",804
1313,1,29,18,17,-1,"[90, 348, 580, 588]","[14, 184, 194, 819, 892]",107
8828,7,11,29,30,1,"[149, 304, 434, 483]","[250, 402, 465, 677, 865]",949
7163,6,27,9,33,-1,"[369, 668, 780, 904]","[40, 113, 461, 612, 947]",686
5312,4,8,18,25,-1,"[12, 356, 410, 912]","[587, 601, 649, 708, 1021]",990
8038,6,3,2,47,-1,"[85, 542, 576, 712]","[36, 665, 735, 972, 999]",477
9751,8,30,26,4,1,"[221, 568, 958, 969]","[111, 391, 394, 642, 971]",104
9150,7,18,8,17,1,"[406, 642, 839, 859]","[342, 530, 579, 817, 963]",222
10152,8,26,12,24,1,"[350, 412, 479, 563]","[130, 160, 245, 627, 917]",709
3382,2,25,19,15,1,"[390, 668, 717, 820]","[276, 455, 537, 594, 1037]",62
7704,6,11,13,17,1,"[139, 483, 675, 770]","[96, 373, 427, 694, 859]",434
7852,6,34,13,13,-1,"[326, 518, 591, 980]","[246, 328, 427, 694, 859]",528
9278,7,34,33,13,-1,"[43, 108, 171, 777]","[20, 327, 481, 835, 982]",300
3262,2,17,4,42,-1,"[152, 153, 570, 835]","[85, 499, 597, 653, 998]",815
937,0,16,34,43,1,"[68, 316, 905, 1001]","[58, 71, 340, 365, 455]",359
5195,4,3,19,19,-1,"[104, 196, 748, 927]","[63, 124, 529, 977, 989]",363
1618,1,31,32,28,-1,"[173, 207, 584, 606]","[64, 139, 159, 535, 604]",311
2348,1,16,20,33,1,"[169, 202, 837, 924]","[168, 245, 740, 797, 1000]",507
10758,8,5,32,37,1,"[121, 461, 737, 763]","[380, 435, 641, 790, 992]",779
7045,5,9,4,0,-1,"[376, 461, 850, 947]","[138, 269, 499, 653, 834]",113
5717,4,19,23,9,-1,"[63, 124, 276, 604]","[392, 827, 859, 910, 965]",882
3233,2,6,27,36,-1,"[35, 216, 232, 407]","[33, 369, 631, 640, 694]",630
2334,1,4,1,24,1,"[162, 499, 597, 998]","[578, 585, 796, 814, 825]",653
9485,7,25,6,6,1,"[78, 430, 702, 762]","[284, 614, 653, 922, 986]",53
1387,1,3,34,41,-1,"[326, 363, 462, 827]","[36, 58, 71, 287, 757]",474
328,0,1,8,13,1,"[257, 632, 966, 1016]","[140, 309, 751, 829, 1034]",361
1094,0,25,18,40,-1,"[304, 408, 594, 980]","[194, 684, 687, 817, 819]",231
5498,4,23,29,30,-1,"[33, 392, 827, 965]","[90, 135, 348, 879, 996]",1031
767,0,11,29,17,1,"[103, 654, 901, 974]","[348, 517, 588, 706, 906]",176
7624,6,32,29,45,-1,"[17, 312, 535, 610]","[1, 250, 435, 517, 956]",249
2850,2,17,13,19,-1,"[50, 642, 649, 714]","[15, 84, 123, 458, 1040]",152
7812,6,17,4,43,1,"[90, 112, 721, 738]","[498, 597, 653, 745, 942]",338
4227,3,13,16,11,-1,"[15, 84, 330, 671]","[295, 306, 507, 812, 1001]",194
8299,6,16,17,20,-1,"[630, 681, 901, 1001]","[338, 408, 626, 642, 738]",725
491,0,6,19,20,-1,"[300, 333, 624, 630]","[105, 460, 731, 835, 1010]",35
2140,1,30,12,16,-1,"[212, 399, 695, 711]","[220, 472, 688, 856, 989]",958
3262,2,17,4,0,-1,"[153, 347, 815, 835]","[85, 269, 499, 653, 998]",642
4743,3,9,12,8,-1,"[85, 607, 850, 947]","[115, 311, 721, 918, 989]",153
501,0,28,16,9,1,"[425, 548, 616, 691]","[306, 459, 466, 710, 1001]",114
5913,4,29,10,12,1,"[90, 465, 677, 879]","[6, 240, 640, 831, 1013]",348
